"Plot Title: jp_NorthWest2324"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397969, SEN S/N: 21397969)","Host Connected (LGR S/N: 21397969)","Coupler Detached (LGR S/N: 21397969)","Good Battery (LGR S/N: 21397969)","Coupler Attached (LGR S/N: 21397969)","Bad Battery (LGR S/N: 21397969)","Stopped (LGR S/N: 21397969)","End Of File (LGR S/N: 21397969)"
486,08/14/24 05:27:51 PM,13.558,,,,,,,
487,08/14/24 07:27:51 PM,10.357,,,,,,,
488,08/14/24 09:27:51 PM,4.831,,,,,,,
489,08/14/24 11:27:51 PM,4.519,,,,,,,
490,08/15/24 01:27:51 AM,4.727,,,,,,,
491,08/15/24 03:27:51 AM,3.893,,,,,,,
492,08/15/24 05:27:51 AM,3.367,,,,,,,
493,08/15/24 07:27:51 AM,3.472,,,,,,,
494,08/15/24 09:27:51 AM,8.182,,,,,,,
495,08/15/24 11:27:51 AM,8.481,,,,,,,
496,08/15/24 01:27:51 PM,14.804,,,,,,,
497,08/15/24 03:27:51 PM,17.094,,,,,,,
498,08/15/24 05:27:51 PM,15.664,,,,,,,
499,08/15/24 07:27:51 PM,11.722,,,,,,,
500,08/15/24 09:27:51 PM,8.680,,,,,,,
501,08/15/24 11:27:51 PM,7.782,,,,,,,
502,08/16/24 01:27:51 AM,6.775,,,,,,,
503,08/16/24 03:27:51 AM,6.268,,,,,,,
504,08/16/24 05:27:51 AM,5.655,,,,,,,
505,08/16/24 07:27:51 AM,5.655,,,,,,,
506,08/16/24 09:27:51 AM,9.768,,,,,,,
507,08/16/24 11:27:51 AM,14.421,,,,,,,
508,08/16/24 01:27:51 PM,17.665,,,,,,,
509,08/16/24 03:27:51 PM,18.426,,,,,,,
510,08/16/24 05:27:51 PM,17.094,,,,,,,
511,08/16/24 07:27:51 PM,12.980,,,,,,,
512,08/16/24 09:27:51 PM,9.176,,,,,,,
513,08/16/24 11:27:51 PM,7.582,,,,,,,
514,08/17/24 01:27:51 AM,6.674,,,,,,,
515,08/17/24 03:27:51 AM,6.268,,,,,,,
516,08/17/24 05:27:51 AM,5.757,,,,,,,
517,08/17/24 07:27:51 AM,5.552,,,,,,,
518,08/17/24 09:27:51 AM,8.282,,,,,,,
519,08/17/24 11:27:51 AM,14.613,,,,,,,
520,08/17/24 01:27:51 PM,18.806,,,,,,,
521,08/17/24 03:27:51 PM,19.948,,,,,,,
522,08/17/24 05:27:51 PM,17.570,,,,,,,
523,08/17/24 07:27:51 PM,11.528,,,,,,,
524,08/17/24 09:27:51 PM,9.866,,,,,,,
525,08/17/24 11:27:51 PM,8.978,,,,,,,
526,08/18/24 01:27:51 AM,8.382,,,,,,,
527,08/18/24 03:27:51 AM,6.978,,,,,,,
528,08/18/24 05:27:51 AM,6.573,,,,,,,
529,08/18/24 07:27:51 AM,6.166,,,,,,,
530,08/18/24 09:27:51 AM,10.357,,,,,,,
531,08/18/24 11:27:51 AM,12.207,,,,,,,
532,08/18/24 01:27:51 PM,17.950,,,,,,,
533,08/18/24 03:27:51 PM,18.045,,,,,,,
534,08/18/24 05:27:51 PM,16.999,,,,,,,
535,08/18/24 07:27:51 PM,12.401,,,,,,,
536,08/18/24 09:27:51 PM,10.063,,,,,,,
537,08/18/24 11:27:51 PM,8.879,,,,,,,
538,08/19/24 01:27:51 AM,7.481,,,,,,,
539,08/19/24 03:27:51 AM,6.978,,,,,,,
540,08/19/24 05:27:51 AM,6.978,,,,,,,
541,08/19/24 07:27:51 AM,7.079,,,,,,,
542,08/19/24 09:27:51 AM,10.063,,,,,,,
543,08/19/24 11:27:51 AM,12.594,,,,,,,
544,08/19/24 11:57:36 AM,,,,,Logged,,,
545,08/19/24 11:57:39 AM,,Logged,,,,,,
546,08/19/24 11:59:05 AM,,,Logged,,,,,
547,08/19/24 12:02:18 PM,,,,,Logged,,,
548,08/19/24 12:02:19 PM,,Logged,,,,,,
549,08/19/24 12:02:55 PM,,,Logged,,,,,
550,08/19/24 01:27:51 PM,16.237,,,,,,,
551,08/19/24 03:27:51 PM,16.808,,,,,,,
552,08/19/24 05:27:51 PM,13.750,,,,,,,
553,08/19/24 07:27:51 PM,12.304,,,,,,,
554,08/19/24 09:27:51 PM,10.161,,,,,,,
555,08/19/24 11:27:51 PM,9.275,,,,,,,
556,08/20/24 01:27:51 AM,8.182,,,,,,,
557,08/20/24 03:27:51 AM,7.481,,,,,,,
558,08/20/24 05:27:51 AM,6.775,,,,,,,
559,08/20/24 07:27:51 AM,6.775,,,,,,,
560,08/20/24 09:27:51 AM,11.236,,,,,,,
561,08/20/24 11:27:51 AM,15.187,,,,,,,
562,08/20/24 01:27:51 PM,19.567,,,,,,,
563,08/20/24 03:27:51 PM,19.472,,,,,,,
564,08/20/24 05:27:51 PM,17.094,,,,,,,
565,08/20/24 07:27:51 PM,14.134,,,,,,,
566,08/20/24 09:27:51 PM,11.236,,,,,,,
567,08/20/24 11:27:51 PM,9.669,,,,,,,
568,08/21/24 01:27:51 AM,8.581,,,,,,,
569,08/21/24 03:27:51 AM,7.983,,,,,,,
570,08/21/24 05:27:51 AM,8.282,,,,,,,
571,08/21/24 07:27:51 AM,7.983,,,,,,,
572,08/21/24 09:27:51 AM,10.063,,,,,,,
573,08/21/24 11:27:51 AM,13.750,,,,,,,
574,08/21/24 01:27:51 PM,14.709,,,,,,,
575,08/21/24 03:27:51 PM,16.046,,,,,,,
576,08/21/24 05:27:51 PM,6.573,,,,,,,
577,08/21/24 07:27:51 PM,9.571,,,,,,,
578,08/21/24 09:27:51 PM,8.581,,,,,,,
579,08/21/24 11:27:51 PM,7.582,,,,,,,
580,08/22/24 01:27:51 AM,7.381,,,,,,,
581,08/22/24 03:27:51 AM,7.079,,,,,,,
582,08/22/24 05:27:51 AM,6.775,,,,,,,
583,08/22/24 07:27:51 AM,6.573,,,,,,,
584,08/22/24 09:27:51 AM,7.782,,,,,,,
585,08/22/24 11:27:51 AM,11.625,,,,,,,
586,08/22/24 01:27:51 PM,13.365,,,,,,,
587,08/22/24 03:27:51 PM,12.401,,,,,,,
588,08/22/24 05:27:51 PM,10.357,,,,,,,
589,08/22/24 07:27:51 PM,9.077,,,,,,,
590,08/22/24 09:27:51 PM,7.983,,,,,,,
591,08/22/24 11:27:51 PM,7.280,,,,,,,
592,08/23/24 01:27:51 AM,6.674,,,,,,,
593,08/23/24 03:27:51 AM,6.166,,,,,,,
594,08/23/24 05:27:51 AM,5.962,,,,,,,
595,08/23/24 07:27:51 AM,5.962,,,,,,,
596,08/23/24 09:27:51 AM,8.581,,,,,,,
597,08/23/24 11:27:51 AM,10.748,,,,,,,
598,08/23/24 01:27:51 PM,10.748,,,,,,,
599,08/23/24 03:27:51 PM,10.553,,,,,,,
600,08/23/24 05:27:51 PM,10.944,,,,,,,
601,08/23/24 07:27:51 PM,8.879,,,,,,,
602,08/23/24 09:27:51 PM,8.182,,,,,,,
603,08/23/24 11:27:51 PM,7.481,,,,,,,
604,08/24/24 01:27:51 AM,6.674,,,,,,,
605,08/24/24 03:27:51 AM,6.268,,,,,,,
606,08/24/24 05:27:51 AM,5.552,,,,,,,
607,08/24/24 07:27:51 AM,5.244,,,,,,,
608,08/24/24 09:27:51 AM,8.481,,,,,,,
609,08/24/24 11:27:51 AM,8.879,,,,,,,
610,08/24/24 01:27:51 PM,10.846,,,,,,,
611,08/24/24 03:27:51 PM,10.357,,,,,,,
612,08/24/24 05:27:51 PM,10.553,,,,,,,
613,08/24/24 07:27:51 PM,9.669,,,,,,,
614,08/24/24 09:27:51 PM,8.282,,,,,,,
615,08/24/24 11:27:51 PM,7.481,,,,,,,
616,08/25/24 01:27:51 AM,6.978,,,,,,,
617,08/25/24 03:27:51 AM,6.471,,,,,,,
618,08/25/24 05:27:51 AM,5.552,,,,,,,
619,08/25/24 07:27:51 AM,4.831,,,,,,,
620,08/25/24 09:27:51 AM,7.179,,,,,,,
621,08/25/24 11:27:51 AM,12.304,,,,,,,
622,08/25/24 01:27:51 PM,12.304,,,,,,,
623,08/25/24 03:27:51 PM,13.846,,,,,,,
624,08/25/24 05:27:51 PM,11.139,,,,,,,
625,08/25/24 07:27:51 PM,8.680,,,,,,,
626,08/25/24 09:27:51 PM,7.179,,,,,,,
627,08/25/24 11:27:51 PM,6.674,,,,,,,
628,08/26/24 01:27:51 AM,5.962,,,,,,,
629,08/26/24 03:27:51 AM,5.757,,,,,,,
630,08/26/24 05:27:51 AM,5.347,,,,,,,
631,08/26/24 07:27:51 AM,5.141,,,,,,,
632,08/26/24 09:27:51 AM,7.381,,,,,,,
633,08/26/24 11:27:51 AM,9.866,,,,,,,
634,08/26/24 01:27:51 PM,11.625,,,,,,,
635,08/26/24 03:27:51 PM,13.076,,,,,,,
636,08/26/24 05:27:51 PM,11.819,,,,,,,
637,08/26/24 07:27:51 PM,9.965,,,,,,,
638,08/26/24 09:27:51 PM,7.682,,,,,,,
639,08/26/24 11:27:51 PM,6.573,,,,,,,
640,08/27/24 01:27:51 AM,5.655,,,,,,,
641,08/27/24 03:27:51 AM,4.934,,,,,,,
642,08/27/24 05:27:51 AM,4.415,,,,,,,
643,08/27/24 07:27:51 AM,4.102,,,,,,,
644,08/27/24 09:27:51 AM,7.782,,,,,,,
645,08/27/24 11:27:51 AM,12.110,,,,,,,
646,08/27/24 01:27:51 PM,15.951,,,,,,,
647,08/27/24 03:27:51 PM,16.903,,,,,,,
648,08/27/24 05:27:51 PM,14.996,,,,,,,
649,08/27/24 07:27:51 PM,12.883,,,,,,,
650,08/27/24 09:27:51 PM,9.571,,,,,,,
651,08/27/24 11:27:51 PM,7.782,,,,,,,
652,08/28/24 01:27:51 AM,6.877,,,,,,,
653,08/28/24 03:27:51 AM,6.166,,,,,,,
654,08/28/24 05:27:51 AM,5.450,,,,,,,
655,08/28/24 07:27:51 AM,5.141,,,,,,,
656,08/28/24 09:27:51 AM,8.779,,,,,,,
657,08/28/24 11:27:51 AM,12.304,,,,,,,
658,08/28/24 01:27:51 PM,14.900,,,,,,,
659,08/28/24 03:27:51 PM,15.951,,,,,,,
660,08/28/24 05:27:51 PM,14.325,,,,,,,
661,08/28/24 07:27:51 PM,11.041,,,,,,,
662,08/28/24 09:27:51 PM,8.779,,,,,,,
663,08/28/24 11:27:51 PM,7.682,,,,,,,
664,08/29/24 01:27:51 AM,6.775,,,,,,,
665,08/29/24 03:27:51 AM,6.166,,,,,,,
666,08/29/24 05:27:51 AM,5.037,,,,,,,
667,08/29/24 07:27:51 AM,4.934,,,,,,,
668,08/29/24 09:27:51 AM,9.176,,,,,,,
669,08/29/24 11:27:51 AM,13.365,,,,,,,
670,08/29/24 01:27:51 PM,14.996,,,,,,,
671,08/29/24 03:27:51 PM,11.722,,,,,,,
672,08/29/24 05:27:51 PM,10.063,,,,,,,
673,08/29/24 07:27:51 PM,8.481,,,,,,,
674,08/29/24 09:27:51 PM,6.370,,,,,,,
675,08/29/24 11:27:51 PM,5.141,,,,,,,
676,08/30/24 01:27:51 AM,4.207,,,,,,,
677,08/30/24 03:27:51 AM,3.367,,,,,,,
678,08/30/24 05:27:51 AM,2.730,,,,,,,
679,08/30/24 07:27:51 AM,2.410,,,,,,,
680,08/30/24 09:27:51 AM,7.280,,,,,,,
681,08/30/24 11:27:51 AM,11.819,,,,,,,
682,08/30/24 01:27:51 PM,14.517,,,,,,,
683,08/30/24 03:27:51 PM,16.046,,,,,,,
684,08/30/24 05:27:51 PM,12.304,,,,,,,
685,08/30/24 07:27:51 PM,9.965,,,,,,,
686,08/30/24 09:27:51 PM,7.481,,,,,,,
687,08/30/24 11:27:51 PM,6.166,,,,,,,
688,08/31/24 01:27:51 AM,5.141,,,,,,,
689,08/31/24 03:27:51 AM,4.415,,,,,,,
690,08/31/24 05:27:51 AM,4.102,,,,,,,
691,08/31/24 07:27:51 AM,3.998,,,,,,,
692,08/31/24 09:27:51 AM,8.282,,,,,,,
693,08/31/24 11:27:51 AM,12.110,,,,,,,
694,08/31/24 01:27:51 PM,16.046,,,,,,,
695,08/31/24 03:27:51 PM,14.709,,,,,,,
696,08/31/24 05:27:51 PM,13.365,,,,,,,
697,08/31/24 07:27:51 PM,10.455,,,,,,,
698,08/31/24 09:27:51 PM,7.983,,,,,,,
699,08/31/24 11:27:51 PM,6.370,,,,,,,
700,09/01/24 01:27:51 AM,5.141,,,,,,,
701,09/01/24 03:27:51 AM,4.311,,,,,,,
702,09/01/24 05:27:51 AM,3.472,,,,,,,
703,09/01/24 07:27:51 AM,3.155,,,,,,,
704,09/01/24 09:27:51 AM,8.382,,,,,,,
705,09/01/24 11:27:51 AM,13.846,,,,,,,
706,09/01/24 01:27:51 PM,17.570,,,,,,,
707,09/01/24 03:27:51 PM,16.237,,,,,,,
708,09/01/24 05:27:51 PM,14.325,,,,,,,
709,09/01/24 07:27:51 PM,11.041,,,,,,,
710,09/01/24 09:27:51 PM,8.779,,,,,,,
711,09/01/24 11:27:51 PM,7.179,,,,,,,
712,09/02/24 01:27:51 AM,6.268,,,,,,,
713,09/02/24 03:27:51 AM,5.860,,,,,,,
714,09/02/24 05:27:51 AM,5.141,,,,,,,
715,09/02/24 07:27:51 AM,4.727,,,,,,,
716,09/02/24 09:27:51 AM,9.373,,,,,,,
717,09/02/24 11:27:51 AM,14.038,,,,,,,
718,09/02/24 01:27:51 PM,16.141,,,,,,,
719,09/02/24 03:27:51 PM,15.473,,,,,,,
720,09/02/24 05:27:51 PM,12.304,,,,,,,
721,09/02/24 07:27:51 PM,11.334,,,,,,,
722,09/02/24 09:27:51 PM,8.680,,,,,,,
723,09/02/24 11:27:51 PM,7.280,,,,,,,
724,09/03/24 01:27:51 AM,6.370,,,,,,,
725,09/03/24 03:27:51 AM,5.757,,,,,,,
726,09/03/24 05:27:51 AM,5.141,,,,,,,
727,09/03/24 07:27:51 AM,5.141,,,,,,,
728,09/03/24 09:27:51 AM,9.472,,,,,,,
729,09/03/24 11:27:51 AM,13.654,,,,,,,
730,09/03/24 01:27:51 PM,17.950,,,,,,,
731,09/03/24 03:27:51 PM,18.806,,,,,,,
732,09/03/24 05:27:51 PM,16.903,,,,,,,
733,09/03/24 07:27:51 PM,14.421,,,,,,,
734,09/03/24 09:27:51 PM,10.944,,,,,,,
735,09/03/24 11:27:51 PM,9.965,,,,,,,
736,09/04/24 01:27:51 AM,8.879,,,,,,,
737,09/04/24 03:27:51 AM,7.682,,,,,,,
738,09/04/24 05:27:51 AM,6.573,,,,,,,
739,09/04/24 07:27:51 AM,6.064,,,,,,,
740,09/04/24 09:27:51 AM,10.357,,,,,,,
741,09/04/24 11:27:51 AM,10.651,,,,,,,
742,09/04/24 01:27:51 PM,11.528,,,,,,,
743,09/04/24 03:27:51 PM,10.161,,,,,,,
744,09/04/24 05:27:51 PM,11.236,,,,,,,
745,09/04/24 07:27:51 PM,9.472,,,,,,,
746,09/04/24 09:27:51 PM,7.481,,,,,,,
747,09/04/24 11:27:51 PM,5.962,,,,,,,
748,09/05/24 01:27:51 AM,4.934,,,,,,,
749,09/05/24 03:27:51 AM,4.727,,,,,,,
750,09/05/24 05:27:51 AM,4.519,,,,,,,
751,09/05/24 07:27:51 AM,4.102,,,,,,,
752,09/05/24 09:27:51 AM,4.623,,,,,,,
753,09/05/24 11:27:51 AM,5.860,,,,,,,
754,09/05/24 01:27:51 PM,12.594,,,,,,,
755,09/05/24 03:27:51 PM,12.594,,,,,,,
756,09/05/24 05:27:51 PM,11.625,,,,,,,
757,09/05/24 07:27:51 PM,8.282,,,,,,,
758,09/05/24 09:27:51 PM,5.860,,,,,,,
759,09/05/24 11:27:51 PM,4.415,,,,,,,
760,09/06/24 01:27:51 AM,3.472,,,,,,,
761,09/06/24 03:27:51 AM,2.730,,,,,,,
762,09/06/24 05:27:51 AM,2.195,,,,,,,
763,09/06/24 07:27:51 AM,1.764,,,,,,,
764,09/06/24 09:27:51 AM,5.552,,,,,,,
765,09/06/24 11:27:51 AM,11.722,,,,,,,
766,09/06/24 01:27:51 PM,15.091,,,,,,,
767,09/06/24 03:27:51 PM,16.237,,,,,,,
768,09/06/24 05:27:51 PM,13.846,,,,,,,
769,09/06/24 07:27:51 PM,9.965,,,,,,,
770,09/06/24 09:27:51 PM,7.179,,,,,,,
771,09/06/24 11:27:51 PM,5.757,,,,,,,
772,09/07/24 01:27:51 AM,4.831,,,,,,,
773,09/07/24 03:27:51 AM,4.207,,,,,,,
774,09/07/24 05:27:51 AM,3.472,,,,,,,
775,09/07/24 07:27:51 AM,3.578,,,,,,,
776,09/07/24 09:27:51 AM,7.481,,,,,,,
777,09/07/24 11:27:51 AM,11.431,,,,,,,
778,09/07/24 01:27:51 PM,14.613,,,,,,,
779,09/07/24 03:27:51 PM,14.134,,,,,,,
780,09/07/24 05:27:51 PM,12.304,,,,,,,
781,09/07/24 07:27:51 PM,9.669,,,,,,,
782,09/07/24 09:27:51 PM,7.179,,,,,,,
783,09/07/24 11:27:51 PM,5.962,,,,,,,
784,09/08/24 01:27:51 AM,5.141,,,,,,,
785,09/08/24 03:27:51 AM,4.727,,,,,,,
786,09/08/24 05:27:51 AM,3.893,,,,,,,
787,09/08/24 07:27:51 AM,3.578,,,,,,,
788,09/08/24 09:27:51 AM,7.983,,,,,,,
789,09/08/24 11:27:51 AM,12.207,,,,,,,
790,09/08/24 01:27:51 PM,12.594,,,,,,,
791,09/08/24 03:27:51 PM,11.722,,,,,,,
792,09/08/24 05:27:51 PM,10.651,,,,,,,
793,09/08/24 07:27:51 PM,8.082,,,,,,,
794,09/08/24 09:27:51 PM,6.370,,,,,,,
795,09/08/24 11:27:51 PM,5.757,,,,,,,
796,09/09/24 01:27:51 AM,4.934,,,,,,,
797,09/09/24 03:27:51 AM,4.207,,,,,,,
798,09/09/24 05:27:51 AM,3.788,,,,,,,
799,09/09/24 07:27:51 AM,3.578,,,,,,,
800,09/09/24 09:27:51 AM,7.682,,,,,,,
801,09/09/24 11:27:51 AM,12.594,,,,,,,
802,09/09/24 01:27:51 PM,12.980,,,,,,,
803,09/09/24 03:27:51 PM,13.365,,,,,,,
804,09/09/24 05:27:51 PM,10.455,,,,,,,
805,09/09/24 07:27:51 PM,8.481,,,,,,,
806,09/09/24 09:27:51 PM,6.978,,,,,,,
807,09/09/24 11:27:51 PM,6.166,,,,,,,
808,09/10/24 01:27:51 AM,5.244,,,,,,,
809,09/10/24 03:27:51 AM,4.415,,,,,,,
810,09/10/24 05:27:51 AM,3.788,,,,,,,
811,09/10/24 07:27:51 AM,3.472,,,,,,,
812,09/10/24 09:27:51 AM,7.381,,,,,,,
813,09/10/24 11:27:51 AM,10.357,,,,,,,
814,09/10/24 01:27:51 PM,9.275,,,,,,,
815,09/10/24 03:27:51 PM,10.944,,,,,,,
816,09/10/24 05:27:51 PM,7.179,,,,,,,
817,09/10/24 07:27:51 PM,6.166,,,,,,,
818,09/10/24 09:27:51 PM,4.623,,,,,,,
819,09/10/24 11:27:51 PM,4.102,,,,,,,
820,09/11/24 01:27:51 AM,3.893,,,,,,,
821,09/11/24 03:27:51 AM,2.943,,,,,,,
822,09/11/24 05:27:51 AM,2.730,,,,,,,
823,09/11/24 07:27:51 AM,2.624,,,,,,,
824,09/11/24 09:27:51 AM,6.775,,,,,,,
825,09/11/24 11:27:51 AM,9.965,,,,,,,
826,09/11/24 01:27:51 PM,13.558,,,,,,,
827,09/11/24 03:27:51 PM,12.883,,,,,,,
828,09/11/24 05:27:51 PM,9.275,,,,,,,
829,09/11/24 07:27:51 PM,7.079,,,,,,,
830,09/11/24 09:27:51 PM,5.244,,,,,,,
831,09/11/24 11:27:51 PM,4.415,,,,,,,
832,09/12/24 01:27:51 AM,3.893,,,,,,,
833,09/12/24 03:27:51 AM,3.367,,,,,,,
834,09/12/24 05:27:51 AM,3.155,,,,,,,
835,09/12/24 07:27:51 AM,2.943,,,,,,,
836,09/12/24 09:27:51 AM,6.166,,,,,,,
837,09/12/24 11:27:51 AM,10.455,,,,,,,
838,09/12/24 01:27:51 PM,12.883,,,,,,,
839,09/12/24 03:27:51 PM,13.654,,,,,,,
840,09/12/24 05:27:51 PM,10.553,,,,,,,
841,09/12/24 07:27:51 PM,7.983,,,,,,,
842,09/12/24 09:27:51 PM,6.166,,,,,,,
843,09/12/24 11:27:51 PM,4.831,,,,,,,
844,09/13/24 01:27:51 AM,3.683,,,,,,,
845,09/13/24 03:27:51 AM,3.261,,,,,,,
846,09/13/24 05:27:51 AM,2.624,,,,,,,
847,09/13/24 07:27:51 AM,2.410,,,,,,,
848,09/13/24 09:27:51 AM,5.860,,,,,,,
849,09/13/24 11:27:51 AM,9.571,,,,,,,
850,09/13/24 01:27:51 PM,13.076,,,,,,,
851,09/13/24 03:27:51 PM,13.654,,,,,,,
852,09/13/24 05:27:51 PM,11.431,,,,,,,
853,09/13/24 07:27:51 PM,8.182,,,,,,,
854,09/13/24 09:27:51 PM,5.655,,,,,,,
855,09/13/24 11:27:51 PM,4.519,,,,,,,
856,09/14/24 01:27:51 AM,3.578,,,,,,,
857,09/14/24 03:27:51 AM,3.049,,,,,,,
858,09/14/24 05:27:51 AM,2.837,,,,,,,
859,09/14/24 07:27:51 AM,2.303,,,,,,,
860,09/14/24 09:27:51 AM,5.757,,,,,,,
861,09/14/24 11:27:51 AM,10.357,,,,,,,
862,09/14/24 01:27:51 PM,13.654,,,,,,,
863,09/14/24 03:27:51 PM,14.517,,,,,,,
864,09/14/24 05:27:51 PM,11.722,,,,,,,
865,09/14/24 07:27:51 PM,8.481,,,,,,,
866,09/14/24 09:27:51 PM,6.166,,,,,,,
867,09/14/24 11:27:51 PM,4.831,,,,,,,
868,09/15/24 01:27:51 AM,3.998,,,,,,,
869,09/15/24 03:27:51 AM,3.472,,,,,,,
870,09/15/24 05:27:51 AM,3.049,,,,,,,
871,09/15/24 07:27:51 AM,2.303,,,,,,,
872,09/15/24 09:27:51 AM,6.674,,,,,,,
873,09/15/24 11:27:51 AM,12.207,,,,,,,
874,09/15/24 01:27:51 PM,10.748,,,,,,,
875,09/15/24 03:27:51 PM,10.161,,,,,,,
876,09/15/24 05:27:51 PM,7.682,,,,,,,
877,09/15/24 07:27:51 PM,6.268,,,,,,,
878,09/15/24 09:27:51 PM,4.831,,,,,,,
879,09/15/24 11:27:51 PM,3.998,,,,,,,
880,09/16/24 01:27:51 AM,3.472,,,,,,,
881,09/16/24 03:27:51 AM,2.624,,,,,,,
882,09/16/24 05:27:51 AM,2.088,,,,,,,
883,09/16/24 07:27:51 AM,1.980,,,,,,,
884,09/16/24 09:27:51 AM,5.244,,,,,,,
885,09/16/24 11:27:51 AM,9.373,,,,,,,
886,09/16/24 01:27:51 PM,11.528,,,,,,,
887,09/16/24 03:27:51 PM,12.401,,,,,,,
888,09/16/24 05:27:51 PM,11.334,,,,,,,
889,09/16/24 07:27:51 PM,8.282,,,,,,,
890,09/16/24 09:27:51 PM,6.064,,,,,,,
891,09/16/24 11:27:51 PM,4.831,,,,,,,
892,09/17/24 01:27:51 AM,4.415,,,,,,,
893,09/17/24 03:27:51 AM,3.788,,,,,,,
894,09/17/24 05:27:51 AM,3.049,,,,,,,
895,09/17/24 07:27:51 AM,2.837,,,,,,,
896,09/17/24 09:27:51 AM,6.166,,,,,,,
897,09/17/24 11:27:51 AM,10.944,,,,,,,
898,09/17/24 01:27:51 PM,9.275,,,,,,,
899,09/17/24 03:27:51 PM,9.768,,,,,,,
900,09/17/24 05:27:51 PM,6.064,,,,,,,
901,09/17/24 07:27:51 PM,4.831,,,,,,,
902,09/17/24 09:27:51 PM,3.155,,,,,,,
903,09/17/24 11:27:51 PM,2.410,,,,,,,
904,09/18/24 01:27:51 AM,1.872,,,,,,,
905,09/18/24 03:27:51 AM,1.439,,,,,,,
906,09/18/24 05:27:51 AM,1.112,,,,,,,
907,09/18/24 07:27:51 AM,0.784,,,,,,,
908,09/18/24 09:27:51 AM,1.764,,,,,,,
909,09/18/24 11:27:51 AM,5.450,,,,,,,
910,09/18/24 01:27:51 PM,8.879,,,,,,,
911,09/18/24 03:27:51 PM,10.161,,,,,,,
912,09/18/24 05:27:51 PM,7.682,,,,,,,
913,09/18/24 07:27:51 PM,4.934,,,,,,,
914,09/18/24 09:27:51 PM,2.943,,,,,,,
915,09/18/24 11:27:51 PM,1.980,,,,,,,
916,09/19/24 01:27:51 AM,1.548,,,,,,,
917,09/19/24 03:27:51 AM,1.330,,,,,,,
918,09/19/24 05:27:51 AM,1.112,,,,,,,
919,09/19/24 07:27:51 AM,0.893,,,,,,,
920,09/19/24 09:27:51 AM,3.155,,,,,,,
921,09/19/24 11:27:51 AM,7.983,,,,,,,
922,09/19/24 01:27:51 PM,12.110,,,,,,,
923,09/19/24 03:27:51 PM,12.980,,,,,,,
924,09/19/24 05:27:51 PM,10.357,,,,,,,
925,09/19/24 07:27:51 PM,6.877,,,,,,,
926,09/19/24 09:27:51 PM,4.727,,,,,,,
927,09/19/24 11:27:51 PM,3.683,,,,,,,
928,09/20/24 01:27:51 AM,2.837,,,,,,,
929,09/20/24 03:27:51 AM,2.624,,,,,,,
930,09/20/24 05:27:51 AM,2.837,,,,,,,
931,09/20/24 07:27:51 AM,2.195,,,,,,,
932,09/20/24 09:27:51 AM,4.102,,,,,,,
933,09/20/24 11:27:51 AM,9.176,,,,,,,
934,09/20/24 01:27:51 PM,13.654,,,,,,,
935,09/20/24 03:27:51 PM,12.013,,,,,,,
936,09/20/24 05:27:51 PM,10.748,,,,,,,
937,09/20/24 07:27:51 PM,7.582,,,,,,,
938,09/20/24 09:27:51 PM,5.141,,,,,,,
939,09/20/24 11:27:51 PM,4.102,,,,,,,
940,09/21/24 01:27:51 AM,3.367,,,,,,,
941,09/21/24 03:27:51 AM,2.410,,,,,,,
942,09/21/24 05:27:51 AM,1.656,,,,,,,
943,09/21/24 07:27:51 AM,1.330,,,,,,,
944,09/21/24 09:27:51 AM,4.519,,,,,,,
945,09/21/24 11:27:51 AM,9.866,,,,,,,
946,09/21/24 01:27:51 PM,13.269,,,,,,,
947,09/21/24 03:27:51 PM,11.334,,,,,,,
948,09/21/24 05:27:51 PM,6.978,,,,,,,
949,09/21/24 07:27:51 PM,4.831,,,,,,,
950,09/21/24 09:27:51 PM,3.788,,,,,,,
951,09/21/24 11:27:51 PM,3.367,,,,,,,
952,09/22/24 01:27:51 AM,3.049,,,,,,,
953,09/22/24 03:27:51 AM,2.837,,,,,,,
954,09/22/24 05:27:51 AM,2.730,,,,,,,
955,09/22/24 07:27:51 AM,2.624,,,,,,,
956,09/22/24 09:27:51 AM,2.624,,,,,,,
957,09/22/24 11:27:51 AM,2.837,,,,,,,
958,09/22/24 01:27:51 PM,6.573,,,,,,,
959,09/22/24 03:27:51 PM,8.581,,,,,,,
960,09/22/24 05:27:51 PM,6.674,,,,,,,
961,09/22/24 07:27:51 PM,4.207,,,,,,,
962,09/22/24 09:27:51 PM,2.730,,,,,,,
963,09/22/24 11:27:51 PM,2.195,,,,,,,
964,09/23/24 01:27:51 AM,1.656,,,,,,,
965,09/23/24 03:27:51 AM,1.330,,,,,,,
966,09/23/24 05:27:51 AM,1.003,,,,,,,
967,09/23/24 07:27:51 AM,0.784,,,,,,,
968,09/23/24 09:27:51 AM,0.893,,,,,,,
969,09/23/24 11:27:51 AM,6.370,,,,,,,
970,09/23/24 01:27:51 PM,9.373,,,,,,,
971,09/23/24 03:27:51 PM,10.357,,,,,,,
972,09/23/24 05:27:51 PM,7.782,,,,,,,
973,09/23/24 07:27:51 PM,5.347,,,,,,,
974,09/23/24 09:27:51 PM,3.578,,,,,,,
975,09/23/24 11:27:51 PM,2.624,,,,,,,
976,09/24/24 01:27:51 AM,2.410,,,,,,,
977,09/24/24 03:27:51 AM,1.656,,,,,,,
